locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
EKN05_018450	EKN05_018450	1	CP037923	3571780	3572568	+		PTS mannose transporter subunit IID	0.5425	23	True
EKN05_018455	EKN05_018455	1	CP037923	3572620	3573849	+		L-sorbose 1-phosphate reductase	0.5301	43	True
EKN05_018460	EKN05_018460	1	CP037923	3574231	3574920	+		dipeptidase PepE	0.542	28	True
EKN05_018465	EKN05_018465	1	CP037923	3575011	3576642	-		Na/Pi cotransporter family protein	0.5582	55	True
EKN05_018470	EKN05_018470	1	CP037923	3576862	3580545	-		methionine synthase	0.5567	116	True
EKN05_018475	EKN05_018475	1	CP037923	3580745	3581569	+		glyoxylate bypass operon transcriptional repressor IclR	0.5455	30	True
EKN05_018480	EKN05_018480	7	CP037923	3581886	3584070	+		ShET2/EspL2 family type III secretion system effector toxin	0.3776	167	False
EKN05_018485	EKN05_018485	7	CP037923	3584039	3585776	-		bifunctional isocitrate dehydrogenase kinase/phosphatase	0.5311	75	True
EKN05_018490	EKN05_018490	1	CP037923	3585960	3587264	-		isocitrate lyase	0.5471	45	True
EKN05_018495	EKN05_018495	7	CP037923	3587294	3588892	-		malate synthase A	0.5203	54	True
EKN05_018500	EKN05_018500	1	CP037923	3589161	3590090	-		homoserine O-succinyltransferase	0.5043	37	True
EKN05_018505	EKN05_018505	1	CP037923	3590247	3590690	+		acetyltransferase	0.536	18	True
EKN05_018510	EKN05_018510	2	CP037923	3590805	3590920	-		5S ribosomal RNA	0.6552	4	False
EKN05_018515	EKN05_018515	2	CP037923	3591004	3593928	-		23S ribosomal RNA	0.5333	148	False
EKN05_018520	EKN05_018520	5	CP037923	3594113	3594188	-		tRNA-Glu	0.6447	3	False
EKN05_018525	EKN05_018525	2	CP037923	3594262	3595815	-		16S ribosomal RNA	0.5425	69	False
EKN05_018530	EKN05_018530	1	CP037923	3596430	3598019	+		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	0.5604	49	False
EKN05_018535	EKN05_018535	1	CP037923	3598031	3599320	+		phosphoribosylamine--glycine ligase	0.5798	41	False
EKN05_018540	EKN05_018540	1	CP037923	3599317	3600642	-		sigma-54-dependent response regulator transcription factor ZraR	0.5671	45	True
EKN05_018545	EKN05_018545	1	CP037923	3600639	3602015	-		two-component system sensor histidine kinase ZraS	0.5432	49	True
EKN05_018550	EKN05_018550	1	CP037923	3602253	3602678	+		zinc resistance sensor/chaperone ZraP	0.5352	17	False
EKN05_018555	EKN05_018555	1	CP037923	3602680	3603375	-		DUF1481 domain-containing protein	0.5388	24	False
EKN05_018560	EKN05_018560	1	CP037923	3603388	3603660	-		DNA-binding protein HU-alpha	0.4799	11	False
EKN05_018565	EKN05_018565	1	CP037923	3603847	3604437	-		DUF416 family protein	0.4805	24	False
EKN05_018570	EKN05_018570	1	CP037923	3604480	3605151	-		deoxyribonuclease V	0.5833	19	False
EKN05_018575	EKN05_018575	1	CP037923	3605308	3606372	-		uroporphyrinogen decarboxylase	0.5624	38	False
EKN05_018580	EKN05_018580	1	CP037923	3606412	3607185	-		NAD(+) diphosphatase	0.5297	36	False
EKN05_018585	EKN05_018585	1	CP037923	3607280	3607756	+		sigma D regulator	0.4948	23	False
EKN05_018590	EKN05_018590	1	CP037923	3607990	3609885	+		phosphomethylpyrimidine synthase ThiC	0.5554	74	False
EKN05_018595	EKN05_018595	1	CP037923	3609885	3610520	+		thiamine phosphate synthase	0.5786	21	False
EKN05_018600	EKN05_018600	1	CP037923	3610513	3611268	+		thiazole biosynthesis adenylyltransferase ThiF	0.5675	29	False
EKN05_018605	EKN05_018605	1	CP037923	3611252	3611452	+		sulfur carrier protein ThiS	0.5522	5	False
EKN05_018610	EKN05_018610	1	CP037923	3611454	3612224	+		thiazole synthase	0.5888	18	False
EKN05_018615	EKN05_018615	1	CP037923	3612221	3613354	+		2-iminoacetate synthase ThiH	0.5467	43	False
EKN05_018620	EKN05_018620	1	CP037923	3613596	3617819	-		DNA-directed RNA polymerase subunit beta'	0.5391	160	False
EKN05_018625	EKN05_018625	1	CP037923	3617896	3621924	-		DNA-directed RNA polymerase subunit beta	0.5259	164	False
EKN05_018630	EKN05_018630	1	CP037923	3622244	3622609	-		50S ribosomal protein L7/L12	0.4617	15	False
EKN05_018635	EKN05_018635	1	CP037923	3622676	3623173	-		50S ribosomal protein L10	0.5221	17	False
EKN05_018640	EKN05_018640	1	CP037923	3623586	3624290	-		50S ribosomal protein L1	0.5149	30	False
EKN05_018645	EKN05_018645	1	CP037923	3624294	3624722	-		50S ribosomal protein L11	0.5198	17	False
EKN05_018650	EKN05_018650	1	CP037923	3624881	3625426	-		transcription termination/antitermination protein NusG	0.5165	18	False
EKN05_018655	EKN05_018655	1	CP037923	3625428	3625811	-		preprotein translocase subunit SecE	0.5521	16	False
EKN05_018660	EKN05_018660	1	CP037923	3626041	3627225	-		elongation factor Tu	0.5325	47	False
EKN05_018665	EKN05_018665	5	CP037923	3627340	3627415	-		tRNA-Thr	0.5395	5	False
EKN05_018670	EKN05_018670	5	CP037923	3627422	3627496	-		tRNA-Gly	0.5733	4	False
EKN05_018675	EKN05_018675	5	CP037923	3627613	3627697	-		tRNA-Tyr	0.5882	1	False
EKN05_018680	EKN05_018680	5	CP037923	3627706	3627781	-		tRNA-Thr	0.5132	6	False
EKN05_018685	EKN05_018685	1	CP037923	3628143	3629093	+		type I pantothenate kinase	0.4406	60	False
EKN05_018690	EKN05_018690	1	CP037923	3629122	3630087	-		bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	0.4948	49	False
EKN05_018695	EKN05_018695	1	CP037923	3630084	3631112	-		UDP-N-acetylenolpyruvoylglucosamine reductase	0.4645	51	False
EKN05_018700	EKN05_018700	2	CP037923	3631241	3631356	-		5S ribosomal RNA	0.6552	4	False
EKN05_018705	EKN05_018705	2	CP037923	3631440	3634364	-		23S ribosomal RNA	0.5333	148	False
EKN05_018710	EKN05_018710	5	CP037923	3634549	3634624	-		tRNA-Glu	0.6447	3	False
EKN05_018715	EKN05_018715	2	CP037923	3634698	3636251	-		16S ribosomal RNA	0.5431	70	False
EKN05_018720	EKN05_018720	1	CP037923	3636625	3637482	-		glutamate racemase	0.5163	36	False
EKN05_018725	EKN05_018725	1	CP037923	3637427	3639271	-		TonB-dependent vitamin B12 receptor BtuB	0.5008	114	True
EKN05_018730	EKN05_018730	1	CP037923	3639640	3640740	+		tRNA (uridine(54)-C5)-methyltransferase TrmA	0.5095	48	True
EKN05_018735	EKN05_018735	1	CP037923	3640780	3641139	-		YijD family membrane protein	0.4917	24	False
EKN05_018740	EKN05_018740	1	CP037923	3641139	3641789	-		HTH-type transcriptional repressor FabR	0.533	25	False
EKN05_018745	EKN05_018745	1	CP037923	3642110	3643510	+		Si-specific NAD(P)(+) transhydrogenase	0.5189	62	True
EKN05_018750	EKN05_018750	1	CP037923	3643493	3644410	-		DNA-binding transcriptional regulator OxyR	0.5501	30	True
EKN05_018755	EKN05_018755	7	CP037923	3644662	3645588	-		MFS transporter	0.5372	39	True
EKN05_018760	EKN05_018760	7	CP037923	3645605	3646302	-		IS1 family transposase	0.5287	26	False
EKN05_018765	EKN05_018765	7	CP037923	3646358	3646723	-		MFS transporter	0.4454	24	False
EKN05_018770	EKN05_018770	1	CP037923	3646790	3648004	-		D-galactonate dehydratase family protein	0.5012	57	True
EKN05_018775	EKN05_018775	1	CP037923	3648412	3649740	-		IS4 family transposase	0.5425	42	False
EKN05_018780	EKN05_018780	1	CP037923	3649942	3651315	-		argininosuccinate lyase	0.5597	43	True
EKN05_018785	EKN05_018785	1	CP037923	3651376	3652152	-		acetylglutamate kinase	0.5508	25	True
EKN05_018790	EKN05_018790	1	CP037923	3652160	3653164	-		N-acetyl-gamma-glutamyl-phosphate reductase	0.5343	44	True
EKN05_018795	EKN05_018795	1	CP037923	3653318	3654469	+		acetylornithine deacetylase	0.5148	54	False
EKN05_018800	EKN05_018800	1	CP037923	3654821	3657472	+		phosphoenolpyruvate carboxylase	0.5558	81	False
EKN05_018805	EKN05_018805	1	CP037923	3657655	3659388	+		phosphoethanolamine transferase CptA	0.5069	90	False
EKN05_018810	EKN05_018810	1	CP037923	3659537	3660388	+		AraC family transcriptional regulator	0.5293	37	False
EKN05_018815	EKN05_018815	1	CP037923	3660375	3660716	-		PTS fructose-like transporter subunit IIB	0.5643	16	False
EKN05_018820	EKN05_018820	1	CP037923	3660718	3661596	-		[formate-C-acetyltransferase]-activating enzyme	0.5484	21	False
EKN05_018825	EKN05_018825	1	CP037923	3661562	3663859	-		formate C-acetyltransferase	0.5287	97	False
EKN05_018830	EKN05_018830	1	CP037923	3663910	3664230	-		PTS fructose-like transporter subunit IIB	0.4953	11	False
EKN05_018835	EKN05_018835	1	CP037923	3664245	3665324	-		PTS fructose transporter subunit EIIC	0.538	37	False
EKN05_018840	EKN05_018840	7	CP037923	3665633	3668134	+		phosphoenolpyruvate--protein phosphotransferase	0.5468	87	False
EKN05_018845	EKN05_018845	7	CP037923	3668146	3668808	+		fructose-6-phosphate aldolase	0.537	33	True
EKN05_018850	EKN05_018850	7	CP037923	3668819	3669920	+		bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	0.5481	44	True
EKN05_018855	EKN05_018855	1	CP037923	3670195	3670812	+		DUF1287 domain-containing protein	0.5275	30	True
EKN05_018860	EKN05_018860	1	CP037923	3670839	3671744	-		cystine transporter YijE	0.5386	36	True
EKN05_018865	EKN05_018865	1	CP037923	3671838	3674018	-		catalase/peroxidase HPI	0.558	63	True
EKN05_018870	EKN05_018870	1	CP037923	3674347	3675237	-		methylenetetrahydrofolate reductase	0.523	38	True
EKN05_018875	EKN05_018875	1	CP037923	3675586	3678018	-		bifunctional aspartate kinase/homoserine dehydrogenase II	0.5804	73	False
EKN05_018880	EKN05_018880	1	CP037923	3678021	3679181	-		cystathionine gamma-synthase	0.5495	43	True
EKN05_018885	EKN05_018885	1	CP037923	3679458	3679775	+		met regulon transcriptional regulator MetJ	0.5189	12	False
EKN05_018890	EKN05_018890	1	CP037923	3679959	3680567	+		YiiX family permuted papain-like enzyme	0.5189	17	True
EKN05_018895	EKN05_018895	1	CP037923	3680628	3680840	-		50S ribosomal protein L31	0.493	8	False
EKN05_018900	EKN05_018900	1	CP037923	3681043	3683241	+		primosomal protein N'	0.5739	65	False
EKN05_018905	EKN05_018905	7	CP037923	3683397	3684319	+		DNA-binding transcriptional regulator CytR	0.5103	34	True
EKN05_018910	EKN05_018910	1	CP037923	3684411	3685370	+		cell division protein FtsN	0.5781	21	False
EKN05_018915	EKN05_018915	1	CP037923	3685463	3685993	+		ATP-dependent protease subunit HslV	0.5235	27	False
EKN05_018920	EKN05_018920	1	CP037923	3686003	3687334	+		HslU--HslV peptidase ATPase subunit	0.5233	41	True
EKN05_018925	EKN05_018925	1	CP037923	3687401	3688327	+		1,4-dihydroxy-2-naphthoate polyprenyltransferase	0.5329	46	True
EKN05_018930	EKN05_018930	1	CP037923	3688420	3688905	+		ribonuclease E activity regulator RraA	0.5206	15	True
EKN05_018935	EKN05_018935	1	CP037923	3688990	3689235	-		septal ring assembly protein ZapB	0.4837	3	True
EKN05_018940	EKN05_018940	7	CP037923	3689661	3690506	+		glycerol uptake facilitator protein GlpF	0.5083	30	True
EKN05_018945	EKN05_018945	1	CP037923	3690546	3692036	+		glycerol kinase	0.5473	56	True
EKN05_018950	EKN05_018950	1	CP037923	3692266	3693276	+		class II fructose-bisphosphatase	0.5638	39	True
EKN05_018955	EKN05_018955	1	CP037923	3693373	3694119	+		ferredoxin--NADP(+) reductase	0.5341	31	True
EKN05_018960	EKN05_018960	1	CP037923	3694124	3694552	-		universal stress protein UspD	0.4312	25	True
EKN05_018965	EKN05_018965	1	CP037923	3694579	3694878	-		DUF406 domain-containing protein	0.47	16	True
EKN05_018970	EKN05_018970	7	CP037923	3695187	3695884	+		IS1 family transposase	0.5301	27	False
EKN05_018975	EKN05_018975	1	CP037923	3695943	3697340	+		cytochrome c peroxidase	0.485	82	True
EKN05_018980	EKN05_018980	1	CP037923	3697551	3698951	+		glutamate decarboxylase	0.5389	49	False
EKN05_018985	EKN05_018985	1	CP037923	3699321	3700145	+		DNA-binding transcriptional regulator GadX	0.4097	57	False
EKN05_018990	EKN05_018990	1	CP037923	3700513	3701241	+		acid resistance transcriptional activator GadW	0.4211	50	True
EKN05_018995	EKN05_018995	1	CP037923	3701604	3704717	-		efflux RND transporter permease subunit	0.5305	138	True
EKN05_019000	EKN05_019000	7	CP037923	3704742	3704999	-		efflux transporter periplasmic adaptor subunit	0.5465	7	False
EKN05_019005	EKN05_019005	1	CP037923	3705224	3705457	-		hypothetical protein	0.4017	13	True
EKN05_019010	EKN05_019010	7	CP037923	3705499	3706196	+		IS1 family transposase	0.5287	27	False
EKN05_019015	EKN05_019015	1	CP037923	3706254	3708323	-		glycine--tRNA ligase subunit beta	0.557	60	False
EKN05_019020	EKN05_019020	1	CP037923	3708333	3709244	-		glycine--tRNA ligase subunit alpha	0.5581	35	False
EKN05_019025	EKN05_019025	1	CP037923	3709339	3709638	-		hypothetical protein	0.4767	13	True
EKN05_019030	EKN05_019030	1	CP037923	3709812	3710807	+		acyltransferase	0.4659	62	True
EKN05_019035	EKN05_019035	1	CP037923	3710849	3711286	-		YiaB family inner membrane protein	0.4201	35	True
EKN05_019040	EKN05_019040	1	CP037923	3711332	3711673	-		hypothetical protein	0.4094	22	True
EKN05_019045	EKN05_019045	1	CP037923	3711842	3713296	-		xylulokinase	0.5416	55	True
EKN05_019050	EKN05_019050	7	CP037923	3713368	3714653	-		xylose isomerase	0.5054	51	False
EKN05_019055	EKN05_019055	1	CP037923	3715019	3716011	+		D-xylose ABC transporter substrate-binding protein	0.434	61	True
EKN05_019060	EKN05_019060	1	CP037923	3716089	3717630	+		D-xylose ABC transporter ATP-binding protein	0.4708	85	True
EKN05_019065	EKN05_019065	7	CP037923	3717608	3718789	+		xylose ABC transporter permease XylH	0.5355	49	True
EKN05_019070	EKN05_019070	7	CP037923	3718867	3720045	+		xylose operon transcription regulator XylR	0.4826	59	True
EKN05_019075	EKN05_019075	1	CP037923	3720153	3720977	-		protein bax	0.4752	50	False
EKN05_019080	EKN05_019080	1	CP037923	3721297	3723327	+		alpha-amylase	0.5244	86	True
EKN05_019085	EKN05_019085	1	CP037923	3723505	3724758	+		valine--pyruvate transaminase	0.5239	52	True
EKN05_019090	EKN05_019090	1	CP037923	3724909	3725382	-		4Fe-4S dicluster domain-containing protein	0.538	14	False
EKN05_019095	EKN05_019095	1	CP037923	3725484	3726332	-		IclR family transcriptional regulator YiaJ	0.5218	33	True
EKN05_019100	EKN05_019100	1	CP037923	3726533	3727525	+		3-dehydro-L-gulonate 2-dehydrogenase	0.5368	35	True
EKN05_019105	EKN05_019105	7	CP037923	3727537	3727683	+		YhcH/YjgK/YiaL family protein	0.5238	4	False
EKN05_019110	EKN05_019110	7	CP037923	3727740	3728437	+		IS1 family transposase	0.5301	27	False
EKN05_019115	EKN05_019115	7	CP037923	3728455	3728769	+		TRAP transporter small permease subunit	0.5048	15	True
EKN05_019120	EKN05_019120	1	CP037923	3728772	3730049	+		2,3-diketo-L-gulonate transporter large permease YiaN	0.507	65	True
EKN05_019125	EKN05_019125	1	CP037923	3730062	3731048	+		2,3-diketo-L-gulonate transporter substrate-binding protein YiaO	0.5086	41	False
EKN05_019130	EKN05_019130	1	CP037923	3731052	3732548	+		L-xylulokinase	0.5738	47	True
EKN05_019135	EKN05_019135	1	CP037923	3732545	3733207	+		3-keto-L-gulonate-6-phosphate decarboxylase UlaD	0.5913	16	True
EKN05_019140	EKN05_019140	1	CP037923	3733200	3734060	+		L-ribulose-5-phosphate 3-epimerase	0.5621	21	True
EKN05_019145	EKN05_019145	1	CP037923	3734054	3734749	+		L-ribulose-5-phosphate 4-epimerase	0.5805	29	True
EKN05_019150	EKN05_019150	1	CP037923	3734781	3735596	-		AraC family transcriptional regulator	0.5233	32	True
EKN05_019155	EKN05_019155	1	CP037923	3735822	3737222	+		MFS transporter	0.5403	61	True
EKN05_019160	EKN05_019160	1	CP037923	3737233	3739212	+		glycoside hydrolase family 127 protein	0.55	79	True
EKN05_019165	EKN05_019165	1	CP037923	3739333	3740073	-		MipA/OmpV family protein	0.4858	46	True
EKN05_019170	EKN05_019170	7	CP037923	3740197	3740594	+		LysR family transcriptional regulator	0.4171	29	True
EKN05_019175	EKN05_019175	7	CP037923	3740611	3741308	-		IS1 family transposase	0.5287	27	False
EKN05_019180	EKN05_019180	7	CP037923	3741365	3741946	+		LysR family transcriptional regulator	0.5086	24	True
EKN05_019185	EKN05_019185	1	CP037923	3741943	3743079	-		HlyD family secretion protein	0.5066	63	True
EKN05_019190	EKN05_019190	1	CP037923	3743085	3743408	-		DUF3302 domain-containing protein	0.4599	18	True
EKN05_019195	EKN05_019195	7	CP037923	3743731	3743802	-		type II toxin-antitoxin system HicB family antitoxin	0.5	4	False
EKN05_019200	EKN05_019200	1	CP037923	3743953	3745491	-		aldehyde dehydrogenase	0.5478	56	False
EKN05_019205	EKN05_019205	1	CP037923	3745656	3746807	-		L-threonine dehydrogenase	0.5026	52	False
EKN05_019210	EKN05_019210	1	CP037923	3746997	3748841	-		selenocysteinyl-tRNA-specific translation elongation factor SelB	0.5626	61	False
EKN05_019215	EKN05_019215	1	CP037923	3748838	3750229	-		L-seryl-tRNA(Sec) selenium transferase	0.5647	51	False
EKN05_019220	EKN05_019220	1	CP037923	3750327	3750935	-		glutathione S-transferase	0.5287	25	False
EKN05_019225	EKN05_019225	1	CP037923	3751006	3752091	-		HlyD family secretion protein	0.5193	46	False
EKN05_019230	EKN05_019230	1	CP037923	3752094	3752456	-		DUF3302 domain-containing protein	0.5124	13	False
EKN05_019235	EKN05_019235	1	CP037923	3752993	3754906	+		PTS mannitol transporter subunit IICBA	0.534	72	False
EKN05_019240	EKN05_019240	1	CP037923	3755001	3756149	+		mannitol-1-phosphate 5-dehydrogenase	0.53	43	False
EKN05_019245	EKN05_019245	1	CP037923	3756149	3756736	+		transcriptional repressor MtlR	0.5085	20	False
EKN05_019250	EKN05_019250	1	CP037923	3756748	3756957	-		hypothetical protein	0.4905	15	False
EKN05_019255	EKN05_019255	1	CP037923	3757241	3757603	+		YibL family ribosome-associated protein	0.5096	8	False
EKN05_019260	EKN05_019260	1	CP037923	3757689	3757781	-		IS1 encoded protein	0.3441	9	False
EKN05_019265	EKN05_019265	7	CP037923	3757836	3758533	+		IS1 family transposase	0.5301	27	False
EKN05_019270	EKN05_019270	1	CP037923	3759026	3759607	+		DUF3251 domain-containing protein	0.3729	38	False
EKN05_019275	EKN05_019275	7	CP037923	3759651	3763950	+		adhesin	0.5081	227	False
EKN05_019280	EKN05_019280	1	CP037923	3764318	3765973	+		L-lactate permease	0.5507	64	True
EKN05_019285	EKN05_019285	1	CP037923	3765973	3766749	+		transcriptional regulator LldR	0.5418	18	False
EKN05_019290	EKN05_019290	1	CP037923	3766746	3767936	+		quinone-dependent L-lactate dehydrogenase	0.5567	43	True
EKN05_019295	EKN05_019295	1	CP037923	3768132	3768605	+		tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL	0.5506	20	False
EKN05_019300	EKN05_019300	1	CP037923	3768658	3769479	-		serine O-acetyltransferase	0.5316	33	False
EKN05_019305	EKN05_019305	1	CP037923	3769559	3770578	-		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	0.5657	33	False
EKN05_019310	EKN05_019310	1	CP037923	3770578	3771045	-		protein-export chaperone SecB	0.5107	20	False
EKN05_019315	EKN05_019315	1	CP037923	3771108	3771359	-		glutaredoxin 3	0.5159	6	True
EKN05_019320	EKN05_019320	1	CP037923	3771501	3771932	-		rhodanese-like domain-containing protein	0.5	16	False
EKN05_019325	EKN05_019325	7	CP037923	3772122	3772819	+		IS1 family transposase	0.5301	27	False
EKN05_019330	EKN05_019330	1	CP037923	3772953	3774497	+		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	0.532	56	True
EKN05_019335	EKN05_019335	1	CP037923	3774507	3775790	+		murein hydrolase activator EnvC	0.5631	35	False
EKN05_019340	EKN05_019340	1	CP037923	3775794	3776753	+		divergent polysaccharide deacetylase family protein	0.525	40	True
EKN05_019345	EKN05_019345	7	CP037923	3776740	3776997	-		hypothetical protein	0.4961	20	True
EKN05_019350	EKN05_019350	7	CP037923	3776961	3777658	-		IS1 family transposase	0.5287	27	False
EKN05_019355	EKN05_019355	1	CP037923	3777709	3778551	-		glycosyltransferase	0.4496	58	True
EKN05_019360	EKN05_019360	1	CP037923	3778790	3779815	-		L-threonine 3-dehydrogenase	0.5244	40	True
EKN05_019365	EKN05_019365	1	CP037923	3779825	3781021	-		glycine C-acetyltransferase	0.543	42	False
EKN05_019370	EKN05_019370	1	CP037923	3781296	3782168	-		protein YibB	0.3643	61	False
EKN05_019375	EKN05_019375	1	CP037923	3782457	3783389	+		ADP-glyceromanno-heptose 6-epimerase	0.5091	42	False
EKN05_019380	EKN05_019380	1	CP037923	3783399	3784445	+		ADP-heptose--LPS heptosyltransferase RfaF	0.5387	47	False
EKN05_019385	EKN05_019385	1	CP037923	3784449	3785441	+		lipopolysaccharide heptosyltransferase RfaC	0.5005	48	False
EKN05_019390	EKN05_019390	1	CP037923	3785438	3786646	+		O-antigen ligase RfaL	0.3532	120	False
EKN05_019395	EKN05_019395	1	CP037923	3786682	3787824	-		lipopolysaccharide N-acetylglucosaminyltransferase	0.3683	89	False
EKN05_019400	EKN05_019400	1	CP037923	3787833	3788846	-		UDP-glucose--(galactosyl) LPS alpha1,2-glucosyltransferase	0.3087	111	False
EKN05_019405	EKN05_019405	1	CP037923	3788871	3789578	-		lipopolysaccharide core heptose(II) kinase RfaY	0.3051	64	False
EKN05_019410	EKN05_019410	1	CP037923	3789604	3790611	-		lipopolysaccharide 3-alpha-galactosyltransferase	0.3105	102	False
EKN05_019415	EKN05_019415	1	CP037923	3790654	3791451	-		lipopolysaccharide core heptose(I) kinase RfaP	0.4762	39	False
EKN05_019420	EKN05_019420	1	CP037923	3791444	3792568	-		glycosyltransferase family 1 protein	0.4827	60	False
EKN05_019425	EKN05_019425	1	CP037923	3792565	3793623	-		lipopolysaccharide core heptosyltransferase RfaQ	0.4665	51	True
EKN05_019430	EKN05_019430	7	CP037923	3793981	3794678	-		IS1 family transposase	0.5287	27	False
EKN05_019435	EKN05_019435	1	CP037923	3794812	3796089	+		3-deoxy-D-manno-octulosonic acid transferase	0.5391	66	False
EKN05_019440	EKN05_019440	1	CP037923	3796097	3796576	+		pantetheine-phosphate adenylyltransferase	0.5271	17	False
EKN05_019445	EKN05_019445	1	CP037923	3796615	3797424	-		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	0.5395	29	True
EKN05_019450	EKN05_019450	1	CP037923	3797522	3797689	-		50S ribosomal protein L33	0.3988	10	False
EKN05_019455	EKN05_019455	1	CP037923	3797710	3797946	-		50S ribosomal protein L28	0.5316	11	False
EKN05_019460	EKN05_019460	1	CP037923	3798163	3798831	-		JAB domain-containing protein	0.4768	36	True
EKN05_019465	EKN05_019465	1	CP037923	3799003	3800223	+		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	0.5315	54	False
EKN05_019470	EKN05_019470	1	CP037923	3800204	3800659	+		dUTP diphosphatase	0.5461	15	False
EKN05_019475	EKN05_019475	1	CP037923	3800766	3801362	+		nucleoid occlusion factor SlmA	0.5327	18	True
EKN05_019480	EKN05_019480	1	CP037923	3801399	3802040	-		orotate phosphoribosyltransferase	0.528	25	True
EKN05_019485	EKN05_019485	1	CP037923	3802106	3802822	-		ribonuclease PH	0.5635	26	False
EKN05_019490	EKN05_019490	1	CP037923	3802949	3803812	+		YicC family protein	0.5336	25	True
EKN05_019495	EKN05_019495	1	CP037923	3803730	3803969	-		hypothetical protein	0.4667	4	False
EKN05_019500	EKN05_019500	1	CP037923	3804033	3804857	+		DNA damage-inducible protein D	0.4582	37	True
EKN05_019505	EKN05_019505	1	CP037923	3805148	3805765	+		trimeric intracellular cation channel family protein	0.5275	36	True
EKN05_019510	EKN05_019510	1	CP037923	3805762	3807444	-		NAD-dependent DNA ligase LigB	0.5282	71	True
EKN05_019515	EKN05_019515	1	CP037923	3807702	3808325	+		guanylate kinase	0.4904	26	False
EKN05_019520	EKN05_019520	1	CP037923	3808380	3808655	+		DNA-directed RNA polymerase subunit omega	0.5326	12	False
EKN05_019525	EKN05_019525	1	CP037923	3808674	3810782	+		bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	0.5382	70	False
EKN05_019530	EKN05_019530	1	CP037923	3810789	3811478	+		tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	0.5522	18	False
EKN05_019535	EKN05_019535	1	CP037923	3811484	3813565	+		ATP-dependent DNA helicase RecG	0.5701	76	False
EKN05_019540	EKN05_019540	1	CP037923	3813599	3814804	-		sodium/glutamate symporter	0.539	38	False
EKN05_019545	EKN05_019545	1	CP037923	3815084	3816475	+		xanthine/proton symporter XanP	0.5503	44	False
EKN05_019550	EKN05_019550	1	CP037923	3816596	3818305	+		AsmA family protein	0.5439	57	False
EKN05_019555	EKN05_019555	1	CP037923	3818358	3820676	-		alpha-xylosidase	0.5205	99	False
EKN05_019560	EKN05_019560	7	CP037923	3820686	3822069	-		glycoside-pentoside-hexuronide family transporter	0.4921	71	False
EKN05_019565	EKN05_019565	5	CP037923	3822362	3822456	+		tRNA-Sec	0.6421	0	False
EKN05_019570	EKN05_019570	1	CP037923	3822756	3823940	+		DUF4102 domain-containing protein	0.4506	72	False
EKN05_019575	EKN05_019575	1	CP037923	3824352	3825395	+		tetratricopeptide repeat protein	0.4646	51	False
EKN05_019580	EKN05_019580	1	CP037923	3825910	3826371	+		hypothetical protein	0.4762	21	False
EKN05_019585	EKN05_019585	7	CP037923	3826368	3827519	-		IS3 family transposase	0.5443	38	False
EKN05_019590	EKN05_019590	1	CP037923	3827710	3828228	+		hypothetical protein	0.3391	50	False
EKN05_019595	EKN05_019595	7	CP037923	3828309	3829518	-		IS3 family transposase	0.5413	51	False
EKN05_019600	EKN05_019600	7	CP037923	3829729	3829967	+		hypothetical protein	0.4393	13	False
EKN05_019605	EKN05_019605	7	CP037923	3830288	3831561	-		IS3-like element IS2 family transposase	0.5353	53	False
EKN05_019610	EKN05_019610	7	CP037923	3831608	3831796	-		hypothetical protein	0.4974	7	False
EKN05_019615	EKN05_019615	1	CP037923	3831812	3832036	-		hypothetical protein	0.4533	15	True
EKN05_019620	EKN05_019620	1	CP037923	3832116	3832310	+		hypothetical protein	0.4103	10	True
EKN05_019625	EKN05_019625	7	CP037923	3833109	3833445	-		hypothetical protein	0.4243	26	False
EKN05_019630	EKN05_019630	7	CP037923	3833663	3833889	-		hypothetical protein	0.3392	22	False
EKN05_019635	EKN05_019635	7	CP037923	3833988	3834685	-		IS1 family transposase	0.5287	28	False
EKN05_019640	EKN05_019640	1	CP037923	3835340	3835537	+		hypothetical protein	0.4343	15	True
EKN05_019645	EKN05_019645	1	CP037923	3835487	3836680	-		MFS transporter	0.5695	47	False
EKN05_019650	EKN05_019650	1	CP037923	3836816	3838540	+		IucA/IucC family siderophore biosynthesis protein	0.5438	55	True
EKN05_019655	EKN05_019655	1	CP037923	3838541	3839488	+		N-acetyltransferase	0.5643	30	True
EKN05_019660	EKN05_019660	1	CP037923	3839488	3841230	+		IucA/IucC family siderophore biosynthesis protein	0.5456	56	True
